,content,mark
2563384,突突突,-99
438969,华域汽车(600741)融资融券信息(06-21),-99
2861537,百元牛股中路股份 地铁 +《网约单车》：下一个,-99
924160,到底是谁再订2015年的陈年旧贴，过去就过去了，,-99
138434,毁了我所有的梦,-99
837835,空仓，别上当，周线出于下跌中,-99
1202605,600345长江通信 休整结束，再起征途！,-99
3392537,准备重组！暴漲！,-99
2579355,5，10，20，30周均线已经多头排列，爆拉一触即,-99
1428219,烂透了这个壁货！我呸呸呸,-99
5208196,今天5/10/20日线要全破了！,-99
3531865,17.12.18：同样，也存在着不仅仅是破发的问题了,-99
2160481,不错。。,-99
3281487,破17，准备在16.81-17之间买回来,-99
47303,如果是属于跌无可跌,-99
3944641,陕西煤业业绩增长超过十倍！预计上半年盈利54亿,-99
493688,金发科技(600143)融资融券信息(09-28),-99
5331491,耐心等待新庄入驻，明后日可建仓,-99
2307414,汇的意愿总体,-99
2079838,我国批准全球首个四价预防宫颈癌疫苗上市,-99
1306205,华菱星马在憋一个大招,-99
589971,好好涨 跌1个多点买入 看好你,-99
1914121,早不割，晚不割，关键时候一定割！,-99
58109,300277 海联讯 600882 广泽股份，下周一直线拉,-99
3504264,什么利空快出来吧,-99
2097580,依依甚意绪,-99
3030698,短线牛股，只需要这一个指标，就可以选出来,-99
65637,上海自由贸易港方案细节出炉，把握三大投资主线,-99
4508668,注a. 根据1957年资本调整,-99
3020340,回归到零，早晨太阳从东方升起，一夜之后它又回,-99
2979324,指数不红，如何发新股,-99
2819915,有的人赌性大，我没多少赌性，赌不超过7成概率,-99
4508552,太弱，这个点需要买强势股。,-99
3657370,60日新低了，快来买啊，在不买没机会了,-99
3820796,死吧死吧,-99
224665,快进，有机会了,-99
1087261,看到外围暴跌，心里不免有点兴奋[大笑][大笑],-99
2205970,天天阴成这样做T都没机会，还有11块多股本的吗,-99
5234774,25只银行股近一半已经创2015年新高,-99
2925541,而创业板之所以跌成狗,-99
4688246,zgzqscsz发言：。,-99
5384607,完了完了。要暴跌,-99
3595298,这周打算发几只？,-99
4353518,主力跑了,-99
3978908,今天观望,-99
985445,P股都洗白了，还洗？,-99
1616614,不断提升中国资本市场的国际化水平。,-99
3954674,苏州虽然好,-99
5554646,"603679次新才不到8亿流通市值,公司研发能力强资",-99
4248415,这只股很适合配市值打新,-99
5460513,主力蠢蠢欲动，消息即将明朗,-99
4926489,要死不活的,-99
131903,期待东风康明斯再战辉煌p,-99
2565994,停牌也这么,-99
2488041,跌你MB！没完没了,-99
4260959,天天都可以T几毛,-99
4260122,好股，减持都能红,-99
5510088,今天还持有这王八的，明天涨停吃肉。,-99
4711541,反弹了。主力自救。快买,-99
5080963,下周一我继续不喊，至纯科技继续拉升，让你们那,-99
4805191,全仓回归，刷几个点离开，这股亏我太多钱了。,-99
4832714,上午卖，尾盘接。,-99
343698,钒电池军民融合,-99
3217056,哪有什么庄，都是散户在进等着周末出利好，估计,-99
5085645,军民融合高级别会议即将召开,-99
1851411,海航停牌,-99
4705158,顶点，生不逢时啊！要在去年上市起码100以上才,-99
4929163,假拉,-99
97366,分红钱也没有了吗,-99
4070419,跌跌跌！其它股都30%涨幅了，这厮还趴着起不来,-99
2429431,第一目标  解放11.2元以下的套牢盘,-99
461610,技滂身的人，正因为如此，许多工人的素质都比较,-99
1073256,酒钢的业绩为啥这么差？ 别的钢铁股涨了几倍 市,-99
3042973,大盘红了就可放心发新股票了哈哈哈哈……,-99
414668,同中天火箭进行股权合作 2016年2月19日晚间公告,-99
421787,黎明前东倒,-99
38613,马上第一名,-99
5086750,早上下跌的动力在部分大盘股和超跌股的贯性下跌,-99
1820711,军工，黄金涨，出啥事了？,-99
5466413,就喜欢这种绝对控盘的股！！因为我耐得住时间,-99
692695,今天晚上炖“大鲨鱼”吃，鱼头你们谁要。,-99
4349865,你他妈还是次新股吗？垃圾，次新股跌的时候你跟,-99
1454053,6243tre军民融合龙头股002413雷科防务布局雷达,-99
3779196,这吧里都是一群疯子，一支乱股即然有这多长篇大,-99
3601986,关注今日期货市场，动力煤创全年新高，焦炭、焦,-99
5386517,关于封单：第一，所有,-99
3235383,这么不死不活的还要多久！,-99
5487525,明天又要割韭菜了~回调再介入~,-99
4873068,准备赚钱，结婚呢,-99
2088486,投资者的分红回报也将达到5%以上,-99
2422468,大盘要暴涨了，赶紧。,-99
1242993,南方五省区全面执行输配电价 预计今年可减少用,-99
1104394,没什么量。,-99
1317791,德在青年人的成长成才中发挥着越来越突出的作用,-99
2332454,30万股赞成h,-99
2399735,又多了一批散户，大家慢慢熬。,-99
1471741,美股去韭菜用了三十年，A股只要几次股灾就可以,-99
4910960,解禁股2.4亿将于2018年5月13日上市交易,-99
786111,但因为市场成交量的大幅度萎缩,-99
2978370,靠你啦,-99
712351,停牌2天。,-99
3265911,虽然停板以后上升冲力小。大家可以看下昨天的两,-99
430778,明显吸筹，该股有爆发可能，看看买盘看看成交量,-99
1211168,每日一贴之9月22日：今日资讯精华汇总,-99
4062237,潜在雄安概念股，盈峰环境是华夏幸福的大股东,-99
3173404,三年来新低，看来董秘说有些股票跌幅达到80%，,-99
2261623,中国证券报 特色小镇地方政策密集发布 运营规划,-99
2898083,晒成本了。,-99
4950983,索通发展，10月26日发布半年报，净利润3.2亿，,-99
4810850,现在还不断蛊惑大家看\t,-99
4840544,贵浪鸟！[亏大了],-99
1130830,值四元的股,-99
3431055,就别诱多了，我不会跟风的,-99
5420741,盘点一下这垃圾,-99
5416431,2823+11,-99
1306450,虽然本人在华菱星马赚到了一点小钱，但是看到广,-99
2478577,（附涨价函） 随着西北地区各省市错峰生产的陆,-99
2619832,散户太多了。,-99
5097020,不知道白面书生要挑战我什么？你我跟本不是一个,-99
391753,A股6月行情完美收官 7月,-99
827348,炒股心经六条！,-99
4806450,37给我吓跑了[赞][赞][赞][赞][赞][赞],-99
308008,对于收益范围的分析 。,-99
3268427,2016年的收盘价与今天的收盘价一样，有意思，一,-99
2959181,我孙子说缓涨急跌是牛市特点 可上工恰恰相反呀 ,-99
2806082,鹏博士良心企业,-99
3222717,今日股价为什么到15.63会出现局部止跌,-99
4850898,回首这一年的A股市场,-99
3980570,不要着急,-99
604427,明天跌死,-99
3971713,午后或仍将维持震荡的格局,-99
3028464,年底之前有没有涨上12元的可能。,-99
3268341,学学曙光股份，不拉起来洗没用。,-99
552957,还是新华都猛啊，几千的市盈率都能天天板,-99
3853704,光大证券10月净利1.175亿元 环比减少66%,-99
4632773,业绩预增、涨价旳逻辑,-99
3310490,賎货往砸几下，我好上车。,-99
2442384,请教是不是这么回事：这个文件是2016……038号,-99
2292205,华圣已停牌重组，关百豪能否注入深圳电子港？,-99
4161679,这是在洗盘的迹象，要站稳脚,-99
3542901,这是要成幺股的节奏吗板块大涨它（西部矿业）躺,-99
124141,股息率已经不到3%了。,-99
1212524,为了抑制上市公司的过度融资行为,-99
3472208,17号就发布要开会的去产能内容了。都早知道了。,-99
4691462,确实是垃圾就是一骗子公司,-99
1523455,特斯拉会不,-99
5025871,真垃圾,-99
485195,有一个东西一,-99
2184627,割了,-99
1064860,11.52逃跑了，谢谢了庄，下午希望大幅下杀。,-99
3741174,老乡别跑，11.11绍兴国际马拉松后再走,-99
3041000,今天成交量到目前为止，尽然不到四千手，什么情,-99
2748942,我估计这波最少20,-99
645098,券商洪荒之力大爆发!广发证券冲击涨停!粤港澳大,-99
1188670,卖个好价钱9。14哈哈，谢谢庄。,-99
5525601,如果直接拉到15以上，今天卖的，你们追不追？主,-99
4567866,大盘延续弱势分化是不可能避免的,-99
1220277,经招展 重点关注医药银行,-99
3884500,就怕缩量。量一小，跌势来。,-99
1507328,600448:华纺股份:中银国际证券有限责任公司关于,-99
4177922,88.79跑了[大笑][鼓掌],-99
39888,aaa99991300是丧门星！,-99
3452179,短期均线走好了。可以建仓了。,-99
748109,敲黑板！维生素A、E价格大涨，预混料销售翻上筋,-99
476644,垃圾就该是绿的,-99
2646621,大智慧收购湘财证券，也2个涨停了,-99
3787431,下周过31元,-99
117253,下月将现月线包阳线，你是买呀还是买呀。,-99
1673339,在这B股亏了钱，狗庄，我会回来的，哪里跌哪儿,-99
3506084,万水千山总是情，多少涨点行不行,-99
4371348,科华控股:北京市金杜律师事务所关于公司申请股,-99
4124556,这个奇怪和背离的现象值得我们每一个投资者深思,-99
418019,不往下打出空间  怎么上涨 先跌到12元再说,-99
1950280,人民币中间价上调23点,-99
843331,前期涨幅过大.造成今天上涨乏力.,-99
195250,假指数！！！。,-99
2777214,[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],-99
5398177,这垃圾。,-99
582162,什么时候来点利好？,-99
3926330,远望谷明天要开始回调,-99
3396815,兴业投资：主要产品技术更新2017.09.01,-99
2406054,争风吃酒[微笑],-99
3062410,600869:智慧能源:华英证券有限责任公司关于远东,-99
1241212,再来一个新低，便宜股，大家快买~哈哈哈哈哈,-99
805950,垃圾,-99
5072865,将是大势所趋。dtuy,-99
1805133,呵呵，真是个笑话,-99
62660,较大压力在3165点平台上沿以上；60日线（3142.8,-99
3716311,%9%9银亿股份:关于控股股东及其一致行动人增持,-99
556984,要涨啊,-99
762280,猪畜,-99
1973060,收盘43.5左右,-99
3003091,坐等收货,-99
5428432,真是服了这鸟股,-99
1763308,看看年线，来日方长！,-99
4612414,反复撤回,-99
2325829,小钱陪庄玩！j,-99
1838198,13点46分是哪个孙子砸盘阿。。,-99
3506361,想要业绩好股的，煤炭的业绩非常好！钢铁也不差,-99
4866079,横了都好久人家涨停轮到也不涨,-99
